name,canonical_id,context,source_url
leaf mould,tomato_leaf_mold,Fungal disease caused by Passalora fulva (formerly Fulvia fulva). Creates pale green to yellow spots on upper leaf surface and olive-green mold on lower surface.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
leaf mold of tomato,tomato_leaf_mold,Fungal disease caused by Passalora fulva (formerly Fulvia fulva). Creates pale green to yellow spots on upper leaf surface and olive-green mold on lower surface.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
banana bunchy top virus,banana_bunchy_top_virus,Banana bunchy top virus (BBTV) is a plant pathogenic virus of the family Nanoviridae known for infecting banana plants and other crops. It is aphid transmitted.,https://en.wikipedia.org/wiki/Banana_bunchy_top_virus
early blight of tomato,early_blight,"Fungal disease of tomato caused by Alternaria solani. Produces dark concentric ring lesions giving a target-board appearance. Affects leaves, stems and fruit.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
early blight disease,early_blight,"Fungal disease of tomato caused by Alternaria solani. Produces dark concentric ring lesions giving a target-board appearance. Affects leaves, stems and fruit.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
tomato early blight,early_blight,"Fungal disease of tomato caused by Alternaria solani. Produces dark concentric ring lesions giving a target-board appearance. Affects leaves, stems and fruit.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
early blight,early_blight,"Fungal disease of tomato caused by Alternaria solani. Produces dark concentric ring lesions giving a target-board appearance. Affects leaves, stems and fruit.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
alternaria blight,early_blight,"Fungal disease of tomato caused by Alternaria solani. Produces dark concentric ring lesions giving a target-board appearance. Affects leaves, stems and fruit.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
eb,early_blight,"Fungal disease of tomato caused by Alternaria solani. Produces dark concentric ring lesions giving a target-board appearance. Affects leaves, stems and fruit.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
wheat leaf rust,wheat_leaf_rust,Fungal disease of wheat caused by Puccinia triticina. Creates orange-brown circular pustules scattered on leaf surface. The most common wheat rust worldwide.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
brown rust of wheat,wheat_leaf_rust,Fungal disease of wheat caused by Puccinia triticina. Creates orange-brown circular pustules scattered on leaf surface. The most common wheat rust worldwide.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
lr,wheat_leaf_rust,Fungal disease of wheat caused by Puccinia triticina. Creates orange-brown circular pustules scattered on leaf surface. The most common wheat rust worldwide.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
target leaf spot,target_spot,"Fungal disease caused by Corynespora cassiicola. Produces circular lesions with concentric rings giving a target appearance. Affects leaves, stems and fruit.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
sls,strawberry_leaf_scorch,"Fungal disease of strawberry caused by Diplocarpon earlianum. Creates irregular purple to brown spots on upper leaf surfaces, giving a 'scorched' appearance.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
pt,wheat_leaf_rust,Fungal disease of wheat caused by Puccinia triticina. Creates orange-brown circular pustules scattered on leaf surface. The most common wheat rust worldwide.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
leaf rust,wheat_leaf_rust,Fungal disease of wheat caused by Puccinia triticina. Creates orange-brown circular pustules scattered on leaf surface. The most common wheat rust worldwide.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
wheat brown rust,wheat_leaf_rust,Fungal disease of wheat caused by Puccinia triticina. Creates orange-brown circular pustules scattered on leaf surface. The most common wheat rust worldwide.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
target spot,target_spot,"Fungal disease caused by Corynespora cassiicola. Produces circular lesions with concentric rings giving a target appearance. Affects leaves, stems and fruit.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
strawberry scorch,strawberry_leaf_scorch,"Fungal disease of strawberry caused by Diplocarpon earlianum. Creates irregular purple to brown spots on upper leaf surfaces, giving a 'scorched' appearance.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
leaf scorch of strawberry,strawberry_leaf_scorch,"Fungal disease of strawberry caused by Diplocarpon earlianum. Creates irregular purple to brown spots on upper leaf surfaces, giving a 'scorched' appearance.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
strawberry leaf scorch,strawberry_leaf_scorch,"Fungal disease of strawberry caused by Diplocarpon earlianum. Creates irregular purple to brown spots on upper leaf surfaces, giving a 'scorched' appearance.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
target spot of tomato,target_spot,"Fungal disease caused by Corynespora cassiicola. Produces circular lesions with concentric rings giving a target appearance. Affects leaves, stems and fruit.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
tomato target spot,target_spot,"Fungal disease caused by Corynespora cassiicola. Produces circular lesions with concentric rings giving a target appearance. Affects leaves, stems and fruit.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
corynespora spot,target_spot,"Fungal disease caused by Corynespora cassiicola. Produces circular lesions with concentric rings giving a target appearance. Affects leaves, stems and fruit.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
cereal powdery mildew,wheat_powdery_mildew,"Fungal disease of wheat caused by Blumeria graminis f. sp. tritici. White powdery colonies on leaves reduce photosynthesis. Favoured by cool, humid weather.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
bacterial spot of pepper,pepper_bacterial_spot,"Bacterial disease of pepper caused by Xanthomonas euvesicatoria. Produces water-soaked, irregular spots on leaves and fruit. Favoured by warm rainy weather.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
powdery mildew of wheat,wheat_powdery_mildew,"Fungal disease of wheat caused by Blumeria graminis f. sp. tritici. White powdery colonies on leaves reduce photosynthesis. Favoured by cool, humid weather.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
wpm,wheat_powdery_mildew,"Fungal disease of wheat caused by Blumeria graminis f. sp. tritici. White powdery colonies on leaves reduce photosynthesis. Favoured by cool, humid weather.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
pbs pepper,pepper_bacterial_spot,"Bacterial disease of pepper caused by Xanthomonas euvesicatoria. Produces water-soaked, irregular spots on leaves and fruit. Favoured by warm rainy weather.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
wheat powdery mildew,wheat_powdery_mildew,"Fungal disease of wheat caused by Blumeria graminis f. sp. tritici. White powdery colonies on leaves reduce photosynthesis. Favoured by cool, humid weather.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
pepper bacterial spot,pepper_bacterial_spot,"Bacterial disease of pepper caused by Xanthomonas euvesicatoria. Produces water-soaked, irregular spots on leaves and fruit. Favoured by warm rainy weather.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
fhb,wheat_fusarium_head_blight,Fungal disease of wheat caused by Fusarium graminearum. Causes premature bleaching of wheat heads and contaminates grain with mycotoxins (deoxynivalenol).,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
wheat fusarium head blight,wheat_fusarium_head_blight,Fungal disease of wheat caused by Fusarium graminearum. Causes premature bleaching of wheat heads and contaminates grain with mycotoxins (deoxynivalenol).,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
head blight,wheat_fusarium_head_blight,Fungal disease of wheat caused by Fusarium graminearum. Causes premature bleaching of wheat heads and contaminates grain with mycotoxins (deoxynivalenol).,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
septoria leaf spot,septoria_leaf_spot,Fungal disease caused by Septoria lycopersici. Produces numerous small circular spots with dark borders and light grey centres. Rapidly defoliates plants.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
gray spot,gray_leaf_spot,"Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
scab of wheat,wheat_fusarium_head_blight,Fungal disease of wheat caused by Fusarium graminearum. Causes premature bleaching of wheat heads and contaminates grain with mycotoxins (deoxynivalenol).,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
fusarium scab,wheat_fusarium_head_blight,Fungal disease of wheat caused by Fusarium graminearum. Causes premature bleaching of wheat heads and contaminates grain with mycotoxins (deoxynivalenol).,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
septoria blight,septoria_leaf_spot,Fungal disease caused by Septoria lycopersici. Produces numerous small circular spots with dark borders and light grey centres. Rapidly defoliates plants.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
septoria spot,septoria_leaf_spot,Fungal disease caused by Septoria lycopersici. Produces numerous small circular spots with dark borders and light grey centres. Rapidly defoliates plants.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
leaf spot of tomato,septoria_leaf_spot,Fungal disease caused by Septoria lycopersici. Produces numerous small circular spots with dark borders and light grey centres. Rapidly defoliates plants.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
head scab,wheat_fusarium_head_blight,Fungal disease of wheat caused by Fusarium graminearum. Causes premature bleaching of wheat heads and contaminates grain with mycotoxins (deoxynivalenol).,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
cercospora leaf spot of maize,gray_leaf_spot,"Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
gls,gray_leaf_spot,"Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
tomato septoria leaf spot,septoria_leaf_spot,Fungal disease caused by Septoria lycopersici. Produces numerous small circular spots with dark borders and light grey centres. Rapidly defoliates plants.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
gray leaf spot,gray_leaf_spot,"Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
grey leaf spot,gray_leaf_spot,"Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
cedar apple rust,cedar_apple_rust,Fungal disease caused by Gymnosporangium juniperi-virginianae requiring two hosts: cedar/juniper and apple. Causes yellow-orange spots on apple leaves.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
car,cedar_apple_rust,Fungal disease caused by Gymnosporangium juniperi-virginianae requiring two hosts: cedar/juniper and apple. Causes yellow-orange spots on apple leaves.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
gymnosporangium rust,cedar_apple_rust,Fungal disease caused by Gymnosporangium juniperi-virginianae requiring two hosts: cedar/juniper and apple. Causes yellow-orange spots on apple leaves.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
cedar-apple rust,cedar_apple_rust,Fungal disease caused by Gymnosporangium juniperi-virginianae requiring two hosts: cedar/juniper and apple. Causes yellow-orange spots on apple leaves.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
apple rust,cedar_apple_rust,Fungal disease caused by Gymnosporangium juniperi-virginianae requiring two hosts: cedar/juniper and apple. Causes yellow-orange spots on apple leaves.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
tetranychus infestation,tomato_spider_mites,"Two-spotted spider mite (Tetranychus urticae) infestation of tomato. Causes stippling, yellowing and bronzing of leaves. Thrives in hot dry conditions.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
two spotted spider mite,tomato_spider_mites,"Two-spotted spider mite (Tetranychus urticae) infestation of tomato. Causes stippling, yellowing and bronzing of leaves. Thrives in hot dry conditions.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
tomato spider mites,tomato_spider_mites,"Two-spotted spider mite (Tetranychus urticae) infestation of tomato. Causes stippling, yellowing and bronzing of leaves. Thrives in hot dry conditions.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
spider mites,tomato_spider_mites,"Two-spotted spider mite (Tetranychus urticae) infestation of tomato. Causes stippling, yellowing and bronzing of leaves. Thrives in hot dry conditions.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
spider mite of tomato,tomato_spider_mites,"Two-spotted spider mite (Tetranychus urticae) infestation of tomato. Causes stippling, yellowing and bronzing of leaves. Thrives in hot dry conditions.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
tssm,tomato_spider_mites,"Two-spotted spider mite (Tetranychus urticae) infestation of tomato. Causes stippling, yellowing and bronzing of leaves. Thrives in hot dry conditions.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
mosaic virus of tomato,tomato_mosaic_virus,Viral disease caused by Tomato mosaic virus (ToMV). Produces mottled light and dark green mosaic pattern on leaves. Highly persistent in plant debris.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
tmv,tomato_mosaic_virus,Viral disease caused by Tomato mosaic virus (ToMV). Produces mottled light and dark green mosaic pattern on leaves. Highly persistent in plant debris.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
tomato mosaic virus,tomato_mosaic_virus,Viral disease caused by Tomato mosaic virus (ToMV). Produces mottled light and dark green mosaic pattern on leaves. Highly persistent in plant debris.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
tomv,tomato_mosaic_virus,Viral disease caused by Tomato mosaic virus (ToMV). Produces mottled light and dark green mosaic pattern on leaves. Highly persistent in plant debris.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
tomato mosaic,tomato_mosaic_virus,Viral disease caused by Tomato mosaic virus (ToMV). Produces mottled light and dark green mosaic pattern on leaves. Highly persistent in plant debris.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
tobacco mosaic virus,tomato_mosaic_virus,Viral disease caused by Tomato mosaic virus (ToMV). Produces mottled light and dark green mosaic pattern on leaves. Highly persistent in plant debris.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
yellow curl virus,tomato_yellow_leaf_curl,"Viral disease caused by Tomato yellow leaf curl virus (TYLCV), transmitted by whitefly Bemisia tabaci. Causes severe yellowing, curling and stunting.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
tomato leaf curl,tomato_yellow_leaf_curl,"Viral disease caused by Tomato yellow leaf curl virus (TYLCV), transmitted by whitefly Bemisia tabaci. Causes severe yellowing, curling and stunting.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
tomato yellow leaf curl virus,tomato_yellow_leaf_curl,"Viral disease caused by Tomato yellow leaf curl virus (TYLCV), transmitted by whitefly Bemisia tabaci. Causes severe yellowing, curling and stunting.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
yellow leaf curl,tomato_yellow_leaf_curl,"Viral disease caused by Tomato yellow leaf curl virus (TYLCV), transmitted by whitefly Bemisia tabaci. Causes severe yellowing, curling and stunting.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
tylcv,tomato_yellow_leaf_curl,"Viral disease caused by Tomato yellow leaf curl virus (TYLCV), transmitted by whitefly Bemisia tabaci. Causes severe yellowing, curling and stunting.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
ylcv,tomato_yellow_leaf_curl,"Viral disease caused by Tomato yellow leaf curl virus (TYLCV), transmitted by whitefly Bemisia tabaci. Causes severe yellowing, curling and stunting.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
common corn rust,common_corn_rust,"Fungal disease of maize caused by Puccinia sorghi. Produces small, circular to oval pustules on both leaf surfaces. Widespread in temperate regions.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
ccr,common_corn_rust,"Fungal disease of maize caused by Puccinia sorghi. Produces small, circular to oval pustules on both leaf surfaces. Widespread in temperate regions.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
puccinia rust,common_corn_rust,"Fungal disease of maize caused by Puccinia sorghi. Produces small, circular to oval pustules on both leaf surfaces. Widespread in temperate regions.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
corn common rust,common_corn_rust,"Fungal disease of maize caused by Puccinia sorghi. Produces small, circular to oval pustules on both leaf surfaces. Widespread in temperate regions.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
maize rust,common_corn_rust,"Fungal disease of maize caused by Puccinia sorghi. Produces small, circular to oval pustules on both leaf surfaces. Widespread in temperate regions.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
bacterial spot of tomato,tomato_bacterial_spot,"Bacterial disease of tomato caused by Xanthomonas species. Produces small, water-soaked spots on leaves and fruit. Favoured by warm, wet conditions.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
bacterial spot,tomato_bacterial_spot,"Bacterial disease of tomato caused by Xanthomonas species. Produces small, water-soaked spots on leaves and fruit. Favoured by warm, wet conditions.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
xanthomonas spot,tomato_bacterial_spot,"Bacterial disease of tomato caused by Xanthomonas species. Produces small, water-soaked spots on leaves and fruit. Favoured by warm, wet conditions.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
tbs,tomato_bacterial_spot,"Bacterial disease of tomato caused by Xanthomonas species. Produces small, water-soaked spots on leaves and fruit. Favoured by warm, wet conditions.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
tomato bacterial spot,tomato_bacterial_spot,"Bacterial disease of tomato caused by Xanthomonas species. Produces small, water-soaked spots on leaves and fruit. Favoured by warm, wet conditions.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
common rust,common_corn_rust,"Fungal disease of maize caused by Puccinia sorghi. Produces small, circular to oval pustules on both leaf surfaces. Widespread in temperate regions.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
common rust of maize,common_corn_rust,"Fungal disease of maize caused by Puccinia sorghi. Produces small, circular to oval pustules on both leaf surfaces. Widespread in temperate regions.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
soybean rust,soybean_rust,Fungal disease of soybean caused by Phakopsora pachyrhizi. Spreads rapidly in warm humid conditions causing defoliation and yield loss up to 80%.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
asian soybean rust,soybean_rust,Fungal disease of soybean caused by Phakopsora pachyrhizi. Spreads rapidly in warm humid conditions causing defoliation and yield loss up to 80%.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
sbr,soybean_rust,Fungal disease of soybean caused by Phakopsora pachyrhizi. Spreads rapidly in warm humid conditions causing defoliation and yield loss up to 80%.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
asr,soybean_rust,Fungal disease of soybean caused by Phakopsora pachyrhizi. Spreads rapidly in warm humid conditions causing defoliation and yield loss up to 80%.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
soya rust,soybean_rust,Fungal disease of soybean caused by Phakopsora pachyrhizi. Spreads rapidly in warm humid conditions causing defoliation and yield loss up to 80%.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
squash powdery mildew,squash_powdery_mildew,Fungal disease of squash and cucurbits caused by Podosphaera xanthii. White powdery growth on leaves reduces photosynthesis and fruit quality.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
spm,squash_powdery_mildew,Fungal disease of squash and cucurbits caused by Podosphaera xanthii. White powdery growth on leaves reduces photosynthesis and fruit quality.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
cucurbit powdery mildew,squash_powdery_mildew,Fungal disease of squash and cucurbits caused by Podosphaera xanthii. White powdery growth on leaves reduces photosynthesis and fruit quality.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
powdery mildew of squash,squash_powdery_mildew,Fungal disease of squash and cucurbits caused by Podosphaera xanthii. White powdery growth on leaves reduces photosynthesis and fruit quality.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
grape rot,grape_black_rot,Fungal disease of grape caused by Guignardia bidwellii. Causes small yellow-green spots on leaves and shrivels fruit into hard black mummies.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
guignardia rot,grape_black_rot,Fungal disease of grape caused by Guignardia bidwellii. Causes small yellow-green spots on leaves and shrivels fruit into hard black mummies.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
grape black rot,grape_black_rot,Fungal disease of grape caused by Guignardia bidwellii. Causes small yellow-green spots on leaves and shrivels fruit into hard black mummies.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
black rot of grape,grape_black_rot,Fungal disease of grape caused by Guignardia bidwellii. Causes small yellow-green spots on leaves and shrivels fruit into hard black mummies.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
gbr,grape_black_rot,Fungal disease of grape caused by Guignardia bidwellii. Causes small yellow-green spots on leaves and shrivels fruit into hard black mummies.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
nclb,northern_corn_leaf_blight,Fungal disease of corn caused by Exserohilum turcicum. Creates long cigar-shaped grey-green lesions on leaves. Major yield-reducing disease.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
northern leaf blight,northern_corn_leaf_blight,Fungal disease of corn caused by Exserohilum turcicum. Creates long cigar-shaped grey-green lesions on leaves. Major yield-reducing disease.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
nlb,northern_corn_leaf_blight,Fungal disease of corn caused by Exserohilum turcicum. Creates long cigar-shaped grey-green lesions on leaves. Major yield-reducing disease.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
turcicum blight,northern_corn_leaf_blight,Fungal disease of corn caused by Exserohilum turcicum. Creates long cigar-shaped grey-green lesions on leaves. Major yield-reducing disease.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
northern blight of maize,northern_corn_leaf_blight,Fungal disease of corn caused by Exserohilum turcicum. Creates long cigar-shaped grey-green lesions on leaves. Major yield-reducing disease.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
apple black rot,apple_black_rot,Fungal disease caused by Botryosphaeria obtusa. Creates circular brown lesions on fruit and frog-eye leaf spot. Common in humid climates.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
black rot of apple,apple_black_rot,Fungal disease caused by Botryosphaeria obtusa. Creates circular brown lesions on fruit and frog-eye leaf spot. Common in humid climates.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
apple black-rot,apple_black_rot,Fungal disease caused by Botryosphaeria obtusa. Creates circular brown lesions on fruit and frog-eye leaf spot. Common in humid climates.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
abr,apple_black_rot,Fungal disease caused by Botryosphaeria obtusa. Creates circular brown lesions on fruit and frog-eye leaf spot. Common in humid climates.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
potato early blight,early_blight,"Fungal disease of potato caused by Alternaria solani. Produces dark brown target-board lesions on lower leaves first, progressing upward.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
peb,early_blight,"Fungal disease of potato caused by Alternaria solani. Produces dark brown target-board lesions on lower leaves first, progressing upward.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
early blight of potato,early_blight,"Fungal disease of potato caused by Alternaria solani. Produces dark brown target-board lesions on lower leaves first, progressing upward.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
alternaria blight of potato,early_blight,"Fungal disease of potato caused by Alternaria solani. Produces dark brown target-board lesions on lower leaves first, progressing upward.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
oidium,grape_powdery_mildew,"Fungal disease of grape caused by Uncinula necator (Erysiphe necator). Produces white powdery growth on young leaves, shoots and berries.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
grape oidium,grape_powdery_mildew,"Fungal disease of grape caused by Uncinula necator (Erysiphe necator). Produces white powdery growth on young leaves, shoots and berries.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
grape powdery mildew,grape_powdery_mildew,"Fungal disease of grape caused by Uncinula necator (Erysiphe necator). Produces white powdery growth on young leaves, shoots and berries.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
powdery mildew,grape_powdery_mildew,"Fungal disease of grape caused by Uncinula necator (Erysiphe necator). Produces white powdery growth on young leaves, shoots and berries.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
gpm,grape_powdery_mildew,"Fungal disease of grape caused by Uncinula necator (Erysiphe necator). Produces white powdery growth on young leaves, shoots and berries.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
powdery mildew of grape,grape_powdery_mildew,"Fungal disease of grape caused by Uncinula necator (Erysiphe necator). Produces white powdery growth on young leaves, shoots and berries.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
apple rot,apple_black_rot,Fungal disease caused by Botryosphaeria obtusa. Creates circular brown lesions on fruit and frog-eye leaf spot. Common in humid climates.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
cherry powdery mildew,cherry_powdery_mildew,Fungal disease of cherry caused by Podosphaera clandestina. Forms white powdery patches on young leaves and shoots. Distorts leaf shape.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
cpm,cherry_powdery_mildew,Fungal disease of cherry caused by Podosphaera clandestina. Forms white powdery patches on young leaves and shoots. Distorts leaf shape.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
powdery mildew of cherry,cherry_powdery_mildew,Fungal disease of cherry caused by Podosphaera clandestina. Forms white powdery patches on young leaves and shoots. Distorts leaf shape.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
grape leaf blight,grape_leaf_blight,Fungal disease of grape caused by Pseudocercospora vitis. Creates irregular brown lesions on leaves. Also called Isariopsis leaf spot.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
isariopsis leaf spot,grape_leaf_blight,Fungal disease of grape caused by Pseudocercospora vitis. Creates irregular brown lesions on leaves. Also called Isariopsis leaf spot.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
glb,grape_leaf_blight,Fungal disease of grape caused by Pseudocercospora vitis. Creates irregular brown lesions on leaves. Also called Isariopsis leaf spot.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
grape leaf spot,grape_leaf_blight,Fungal disease of grape caused by Pseudocercospora vitis. Creates irregular brown lesions on leaves. Also called Isariopsis leaf spot.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
brown spot of rice,rice_brown_spot,Fungal disease of rice caused by Cochliobolus miyabeanus. Creates brown oval lesions on leaves. Associated with poor soil nutrition.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
helminthosporium leaf spot,rice_brown_spot,Fungal disease of rice caused by Cochliobolus miyabeanus. Creates brown oval lesions on leaves. Associated with poor soil nutrition.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
rbs,rice_brown_spot,Fungal disease of rice caused by Cochliobolus miyabeanus. Creates brown oval lesions on leaves. Associated with poor soil nutrition.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
rice brown spot,rice_brown_spot,Fungal disease of rice caused by Cochliobolus miyabeanus. Creates brown oval lesions on leaves. Associated with poor soil nutrition.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
